label,study,arm,es,year,TESTEX,age,sex_%_male,weight,bmi,train_status,healthy_clinical,RT_only,weeks,freq,exercises,sets_exercise,reps,load,task_failure_y_n,outcome,measure,region,specific_region,study_design,RT_n,RT_pre_m,RT_post_m,RT_delta_m,RT_pre_se,RT_post_se,RT_delta_se,RT_pre_sd,RT_post_sd,RT_delta_sd,RT_delta_CI_lower,RT_delta_CI_upper,RT_delta_t_value,RT_delta_p_value,CON_n,CON_pre_m,CON_post_m,CON_delta_m,CON_pre_se,CON_post_se,CON_delta_se,CON_pre_sd,CON_post_sd,CON_delta_sd,CON_delta_CI_lower,CON_delta_CI_upper,CON_delta_t_value,CON_delta_p_value,Notes
"Ünlu et al., J Strength Cond Res, 2020",91,164,919,2020,8,21.13333333,100,70.53333333,22.01666667,untrained,healthy,y,3,3,1,3,7,82.5,y,strength,1RM,lower,knee extension,between,7,145,173.6,,,,,26.6,19.3,,,,,0.05,7,143.7,144.1,,,,,35.7,34.5,,,,,,
"Ünlu et al., J Strength Cond Res, 2020",91,164,920,2020,8,21.13333333,100,70.53333333,22.01666667,untrained,healthy,y,6,3,1,3,7,82.5,y,strength,1RM,lower,knee extension,between,7,145,181.4,,,,,26.6,18.4,,,,,0.05,7,143.7,143.6,,,,,35.7,33.6,,,,,,
"Ünlu et al., J Strength Cond Res, 2020",91,164,921,2020,8,21.13333333,100,70.53333333,22.01666667,untrained,healthy,y,9,3,1,3,7,82.5,y,strength,1RM,lower,knee extension,between,7,145,188.6,,,,,26.6,16.3,,,,,0.05,7,143.7,143.3,,,,,35.7,32.2,,,,,,
"Ünlu et al., J Strength Cond Res, 2020",91,164,922,2020,8,21.13333333,100,70.53333333,22.01666667,untrained,healthy,y,12,3,1,3,7,82.5,y,strength,1RM,lower,knee extension,between,7,145,197.9,,,,,26.6,13.2,,,,,0.01,7,143.7,142.9,,,,,35.7,31.5,,,,,,
"Ünlu et al., J Strength Cond Res, 2020",91,164,923,2020,8,21.13333333,100,70.53333333,22.01666667,untrained,healthy,y,12,3,1,3,7,82.5,y,strength,isokinetic,lower,knee extension,between,7,345,431,,,,,64,33,,,,,0.001,7,273,271,,,,,93,104,,,,,0.744,
"Ünlu et al., J Strength Cond Res, 2020",91,164,924,2020,8,21.13333333,100,70.53333333,22.01666667,untrained,healthy,y,12,3,1,3,7,82.5,y,strength,isokinetic,lower,knee extension,between,7,179,209,,,,,32,28,,,,,,7,173,179,,,,,65,65,,,,,,
"Ünlu et al., J Strength Cond Res, 2020",91,164,925,2020,8,21.13333333,100,70.53333333,22.01666667,untrained,healthy,y,12,3,1,3,7,82.5,y,hypertrophy,MRI,lower,quadriceps,between,7,2081,2290,,,,,353,251,,,,,,7,1971,2046,,,,,295,311,,,,,,
"Ünlu et al., J Strength Cond Res, 2020",91,165,926,2020,8,21.13333333,100,70.53333333,22.01666667,untrained,healthy,y,3,3,1,3,7,55,y,strength,1RM,lower,knee extension,between,7,143.1,159.3,,,,,31.3,29.9,,,,,,7,143.7,144.1,,,,,35.7,34.5,,,,,,
"Ünlu et al., J Strength Cond Res, 2020",91,165,927,2020,8,21.13333333,100,70.53333333,22.01666667,untrained,healthy,y,6,3,1,3,7,55,y,strength,1RM,lower,knee extension,between,7,143.1,165.7,,,,,31.3,31.3,,,,,0.05,7,143.7,143.6,,,,,35.7,33.6,,,,,,
"Ünlu et al., J Strength Cond Res, 2020",91,165,928,2020,8,21.13333333,100,70.53333333,22.01666667,untrained,healthy,y,9,3,1,3,7,55,y,strength,1RM,lower,knee extension,between,7,143.1,170,,,,,31.3,30.7,,,,,0.05,7,143.7,143.3,,,,,35.7,32.2,,,,,,
"Ünlu et al., J Strength Cond Res, 2020",91,165,929,2020,8,21.13333333,100,70.53333333,22.01666667,untrained,healthy,y,12,3,1,3,7,55,y,strength,1RM,lower,knee extension,between,7,143.1,179.3,,,,,31.3,23.5,,,,,0.01,7,143.7,142.9,,,,,35.7,31.5,,,,,,
"Ünlu et al., J Strength Cond Res, 2020",91,165,930,2020,8,21.13333333,100,70.53333333,22.01666667,untrained,healthy,y,12,3,1,3,7,55,y,strength,isokinetic,lower,knee extension,between,7,320,399,,,,,82,38,,,,,0.007,7,273,271,,,,,93,104,,,,,0.744,
"Ünlu et al., J Strength Cond Res, 2020",91,165,931,2020,8,21.13333333,100,70.53333333,22.01666667,untrained,healthy,y,12,3,1,3,7,55,y,strength,isokinetic,lower,knee extension,between,7,170,198,,,,,27,12,,,,,,7,173,179,,,,,65,65,,,,,,
"Ünlu et al., J Strength Cond Res, 2020",91,165,932,2020,8,21.13333333,100,70.53333333,22.01666667,untrained,healthy,y,12,3,1,3,7,55,y,hypertrophy,MRI,lower,quadriceps,between,7,2166,2299,,,,,219,241,,,,,,7,1971,2046,,,,,295,311,,,,,,
"Ünlu et al., J Strength Cond Res, 2020",91,166,933,2020,8,21.13333333,100,70.53333333,22.01666667,untrained,healthy,y,3,3,1,3,7,67.5,y,strength,1RM,lower,knee extension,between,7,145.4,173.6,,,,,30.2,21,,,,,0.05,7,143.7,144.1,,,,,35.7,34.5,,,,,,
"Ünlu et al., J Strength Cond Res, 2020",91,166,934,2020,8,21.13333333,100,70.53333333,22.01666667,untrained,healthy,y,6,3,1,3,7,67.5,y,strength,1RM,lower,knee extension,between,7,145.4,189.3,,,,,30.2,20.9,,,,,0.05,7,143.7,143.6,,,,,35.7,33.6,,,,,,
"Ünlu et al., J Strength Cond Res, 2020",91,166,935,2020,8,21.13333333,100,70.53333333,22.01666667,untrained,healthy,y,9,3,1,3,7,67.5,y,strength,1RM,lower,knee extension,between,7,145.4,198.6,,,,,30.2,20.4,,,,,0.01,7,143.7,143.3,,,,,35.7,32.2,,,,,,
"Ünlu et al., J Strength Cond Res, 2020",91,166,936,2020,8,21.13333333,100,70.53333333,22.01666667,untrained,healthy,y,12,3,1,3,7,67.5,y,strength,1RM,lower,knee extension,between,7,145.4,205.7,,,,,30.2,21.9,,,,,0.01,7,143.7,142.9,,,,,35.7,31.5,,,,,,
"Ünlu et al., J Strength Cond Res, 2020",91,166,937,2020,8,21.13333333,100,70.53333333,22.01666667,untrained,healthy,y,12,3,1,3,7,67.5,y,strength,isokinetic,lower,knee extension,between,7,353,467,,,,,63,78,,,,,0.001,7,273,271,,,,,93,104,,,,,0.744,
"Ünlu et al., J Strength Cond Res, 2020",91,166,938,2020,8,21.13333333,100,70.53333333,22.01666667,untrained,healthy,y,12,3,1,3,7,67.5,y,strength,isokinetic,lower,knee extension,between,7,191,230,,,,,30,48,,,,,,7,173,179,,,,,65,65,,,,,,
"Ünlu et al., J Strength Cond Res, 2020",91,166,939,2020,8,21.13333333,100,70.53333333,22.01666667,untrained,healthy,y,12,3,1,3,7,67.5,y,hypertrophy,MRI,lower,quadriceps,between,7,2244,2397,,,,,313,306,,,,,,7,1971,2046,,,,,295,311,,,,,,
"Vechin et al., J Strength Cond Res, 2015",92,167,940,2015,6,64.26086957,60.86956522,72.56956522,,untrained,healthy,y,12,2,1,4,10,75,,strength,1RM,lower,leg press,between,8,177,266,,,,,104,140,,,,,,7,224,203,,,,,81,84,,,,,,
"Vechin et al., J Strength Cond Res, 2015",92,167,941,2015,6,64.26086957,60.86956522,72.56956522,,untrained,healthy,y,12,2,1,4,10,75,,hypertrophy,MRI,lower,quadriceps,between,8,56.9,61.1,,,,,14.9,14.8,,,,,,7,53.6,52.7,,,,,16,15.7,,,,,,
"Vechin et al., J Strength Cond Res, 2015",92,168,942,2015,6,64.26086957,60.86956522,72.56956522,,untrained,healthy,y,12,2,1,4,18.75,25,,strength,1RM,lower,leg press,between,8,273,316,,,,,114,141,,,,,,7,224,203,,,,,81,84,,,,,,
"Vechin et al., J Strength Cond Res, 2015",92,168,943,2015,6,64.26086957,60.86956522,72.56956522,,untrained,healthy,y,12,2,1,4,18.75,25,,hypertrophy,MRI,lower,quadriceps,between,8,67.4,71.4,,,,,21.5,22.1,,,,,,7,53.6,52.7,,,,,16,15.7,,,,,,
"Vezzoli et al., Antioxidants, 2019",93,169,944,2019,8,72.44285714,45.71428571,73.51428571,27.22857143,untrained,clinical,y,12,3,4,3,15,60,,hypertrophy,US,lower,quadriceps (vastus lateralis),between,20,1.7,1.8,,,,,0.3,0.4,,,,,0.002,15,1.6,1.7,,,,,0.2,0.3,,,,,0.202,
"Vezzoli et al., Antioxidants, 2019",93,169,945,2019,8,72.44285714,45.71428571,73.51428571,27.22857143,untrained,clinical,y,12,3,4,3,15,60,,hypertrophy,US,lower,quadriceps (rectus femoris),between,20,4,4.5,,,,,1.3,1.4,,,,,0.001,15,3.7,3.7,,,,,1.1,1.1,,,,,0.226,
"Vezzoli et al., Antioxidants, 2019",93,169,946,2019,8,72.44285714,45.71428571,73.51428571,27.22857143,untrained,clinical,y,12,3,4,3,15,60,,hypertrophy,US,upper,biceps,between,20,2.6,2.8,,,,,0.6,0.9,,,,,0.001,15,2.4,2.4,,,,,0.5,0.4,,,,,0.123,
"Walker et al., 2013",94,170,947,2013,6,29.45454545,100,81.27272727,,untrained,healthy,y,20,2,3,2.833333333,11,70,y,strength,1RM,lower,knee extension,between,12,156.6816143,186.2780269,,,,,34.97757848,32.28699552,,,,,0.01,10,176.1883408,187.2869955,,,,,22.19730942,18.49775785,,,,,,
"Walker et al., Eur J Apply Physiol, 2013",94,170,948,2013,6,29.45454545,100,81.27272727,,untrained,healthy,y,20,2,3,2.833333333,11,70,y,hypertrophy,DXA,lower,legs,between,12,25.70028011,26.48459384,,,,,3.725490196,3.697478992,,,,,0.05,10,28.52941176,28.47338936,,,,,3.445378151,3.305322129,,,,,,
"Walker et al., Eur J Apply Physiol, 2013",94,170,949,2013,6,29.45454545,100,81.27272727,,untrained,healthy,y,20,2,3,2.833333333,11,70,y,hypertrophy,US,lower,quadriceps (vastus lateralis),between,12,23.37349398,27.38955823,,,,,3.614457831,3.534136546,,,,,0.01,10,27.71084337,28.59437751,,,,,4.658634538,4.257028112,,,,,,
"Walker et al., Eur J Apply Physiol, 2013",94,171,950,2013,6,28.42857143,100,77.19047619,,untrained,healthy,y,20,2,3,2.833333333,11,70,y,strength,1RM,lower,knee extension,between,11,158.0269058,175.5156951,,,,,22.86995516,17.15246637,,,,,0.01,10,176.1883408,187.2869955,,,,,22.19730942,18.49775785,,,,,,
"Walker et al., Eur J Apply Physiol, 2013",94,171,951,2013,6,28.42857143,100,77.19047619,,untrained,healthy,y,20,2,3,2.833333333,11,70,y,hypertrophy,DXA,lower,legs,between,11,25.42016807,26.20448179,,,,,2.773109244,2.661064426,,,,,0.05,10,28.52941176,28.47338936,,,,,3.445378151,3.305322129,,,,,,
"Walker et al., Eur J Apply Physiol, 2013",94,171,952,2013,6,28.42857143,100,77.19047619,,untrained,healthy,y,20,2,3,2.833333333,11,70,y,hypertrophy,US,lower,quadriceps (vastus lateralis),between,11,23.93574297,27.63052209,,,,,6.184738956,4.738955823,,,,,0.05,10,27.71084337,28.59437751,,,,,4.658634538,4.257028112,,,,,,
"Walker et al., Int J Sports Med, 2014",95,172,953,2014,7,65,100,80.16666667,,untrained,healthy,y,20,2,3,2.833333333,11,70,y,strength,1RM,lower,knee extension,between,13,138.7692308,164.4395604,,,,,26.72527473,31.64835165,,,,,0.001,11,136.6593407,140.8791209,,,,,29.18681319,27.07692308,,,,,,
"Walker et al., Int J Sports Med, 2014",95,172,954,2014,7,65,100,80.16666667,,untrained,healthy,y,20,2,3,2.833333333,11,70,y,strength,isometric,lower,knee extension,between,13,2136.563877,2394.273128,,,,,343.6123348,502.2026432,,,,,0.05,11,2255.506608,2288.546256,,,,,284.1409692,370.0440529,,,,,,
"Walker et al., Int J Sports Med, 2014",95,172,955,2014,7,65,100,80.16666667,,untrained,healthy,y,20,2,3,2.833333333,11,70,y,strength,isometric,lower,knee extension,between,13,159.25,180.25,,,,,37.5,34.5,,,,,0.05,11,175.375,180.625,,,,,33.375,29.25,,,,,,
"Walker et al., Int J Sports Med, 2014",95,172,956,2014,7,65,100,80.16666667,,untrained,healthy,y,20,2,3,2.833333333,11,70,y,hypertrophy,DXA,lower,legs,between,13,27.04411765,27.48529412,,,,,3.544117647,3.411764706,,,,,,11,26.58823529,26.60294118,,,,,3.808823529,3.617647059,,,,,,
"Walker et al., Int J Sports Med, 2014",95,172,957,2014,7,65,100,80.16666667,,untrained,healthy,y,20,2,3,2.833333333,11,70,y,hypertrophy,US,lower,quadriceps (vastus lateralis),between,13,20.78703704,22.4537037,,,,,4.259259259,4.351851852,,,,,0.05,11,20.41666667,22.08333333,,,,,3.796296296,3.055555556,,,,,,
"Walker et al., Int J Sports Med, 2014",95,173,958,2014,7,65,100,79.08333333,,untrained,healthy,y,20,2,3,2.833333333,11,70,y,strength,1RM,lower,knee extension,between,13,132.4395604,164.7912088,,,,,22.50549451,28.13186813,,,,,0.001,11,136.6593407,140.8791209,,,,,29.18681319,27.07692308,,,,,,
"Walker et al., Int J Sports Med, 2014",95,173,959,2014,7,65,100,79.08333333,,untrained,healthy,y,20,2,3,2.833333333,11,70,y,strength,isometric,lower,knee extension,between,13,2367.84141,2665.198238,,,,,700.4405286,859.030837,,,,,0.05,11,2255.506608,2288.546256,,,,,284.1409692,370.0440529,,,,,,
"Walker et al., Int J Sports Med, 2014",95,173,960,2014,7,65,100,79.08333333,,untrained,healthy,y,20,2,3,2.833333333,11,70,y,strength,isometric,lower,knee extension,between,13,157.75,169.375,,,,,21.375,19.5,,,,,,11,175.375,180.625,,,,,33.375,29.25,,,,,,
"Walker et al., Int J Sports Med, 2014",95,173,961,2014,7,65,100,79.08333333,,untrained,healthy,y,20,2,3,2.833333333,11,70,y,hypertrophy,DXA,lower,legs,between,13,27.27941176,27.54411765,,,,,2.117647059,2.176470588,,,,,,11,26.58823529,26.60294118,,,,,3.808823529,3.617647059,,,,,,
"Walker et al., Int J Sports Med, 2014",95,173,962,2014,7,65,100,79.08333333,,untrained,healthy,y,20,2,3,2.833333333,11,70,y,hypertrophy,US,lower,quadriceps (vastus lateralis),between,13,20.64814815,23.7962963,,,,,2.824074074,3.518518519,,,,,0.05,11,20.41666667,22.08333333,,,,,3.796296296,3.055555556,,,,,,
"Walker et al., Front Physiol, 2017 ",96,174,963,2017,12,69.82553191,100,86.8106383,28.2893617,untrained,healthy,y,12,2,9,2.291666667,16.25,55,y,strength,1RM,lower,leg press,between,35,141,153,12,,,,27,24,8,,,,,12,139,143,3,,,,17,16,4,,,,,
"Walker et al., Front Physiol, 2017 ",96,174,964,2017,12,69.82553191,100,86.8106383,28.2893617,untrained,healthy,y,12,2,9,2.291666667,16.25,55,y,strength,isometric,lower,knee extension,between,35,198,212,14,,,,32,31,18,,,,,12,192,193,1.7,,,,37,40,13,,,,,
"Walker et al., Front Physiol, 2017 ",96,174,965,2017,12,69.82553191,100,86.8106383,28.2893617,untrained,healthy,y,12,2,9,2.291666667,16.25,55,y,strength,isometric,lower,plantar flexion,between,35,378,393,15,,,,66,83,39,,,,,12,343,375,32,,,,85,77,44,,,,,
"Walker et al., Front Physiol, 2017 ",96,174,966,2017,12,69.82553191,100,86.8106383,28.2893617,untrained,healthy,y,12,2,9,2.291666667,16.25,55,y,hypertrophy,DXA,total,total,between,35,62,62.8,0.8,,,,7.1,6.8,1.5,,,,,12,60,60.3,0.2,,,,3.4,3.7,0.7,,,,,
"Walker et al., Front Physiol, 2017 ",96,174,967,2017,12,69.82553191,100,86.8106383,28.2893617,untrained,healthy,y,12,2,9,2.291666667,16.25,55,y,hypertrophy,US,lower,quadriceps (vastus lateralis),between,35,16.7,17.7,0.9,,,,2.6,3.1,1.2,,,,,12,14.7,14.3,-0.5,,,,1.8,2,0.9,,,,,
"Walker et al., Front Physiol, 2017 ",96,174,968,2017,12,69.82553191,100,86.8106383,28.2893617,untrained,healthy,y,12,2,9,2.291666667,16.25,55,y,hypertrophy,US,lower,quadriceps (vastus intermedius),between,35,19.7,20.3,0.6,,,,5.2,5,2.7,,,,,12,19.2,18.6,-0.6,,,,3,2.5,1.2,,,,,
"Walker et al., Front Physiol, 2017 ",96,174,969,2017,12,69.82553191,100,86.8106383,28.2893617,untrained,healthy,y,12,2,9,2.291666667,16.25,55,y,hypertrophy,US,lower,gastronemius medialis,between,35,12.5,12.7,0.2,,,,2.6,3,0.9,,,,,12,11.9,11.8,-0.1,,,,2.5,2.8,0.8,,,,,
"Walker et al., Front Physiol, 2017 ",96,174,970,2017,12,69.82553191,100,86.8106383,28.2893617,untrained,healthy,y,12,2,9,2.291666667,16.25,55,y,hypertrophy,US,lower,gastronemius lateralis,between,35,6.4,6.4,0.09,,,,1.7,1.6,1.1,,,,,12,5.6,5.8,0.2,,,,1.8,1.8,0.4,,,,,
"Walker et al., Front Physiol, 2017 ",96,175,971,2017,12,68.67142857,0,71.39642857,27.50714286,untrained,healthy,y,12,2,9,2.291666667,16.25,55,y,strength,1RM,lower,leg press,between,46,88,99,12,,,,19,19,8,,,,,10,95,96,1,,,,20,20,6,,,,,
"Walker et al., Front Physiol, 2017 ",96,175,972,2017,12,68.67142857,0,71.39642857,27.50714286,untrained,healthy,y,12,2,9,2.291666667,16.25,55,y,strength,isometric,lower,knee extension,between,46,120,130,11,,,,27,29,14,,,,,10,127,130,3,,,,29,33,16,,,,,
"Walker et al., Front Physiol, 2017 ",96,175,973,2017,12,68.67142857,0,71.39642857,27.50714286,untrained,healthy,y,12,2,9,2.291666667,16.25,55,y,strength,isometric,lower,plantar flexion,between,46,251,263,12,,,,49,52,36,,,,,10,256,255,-2,,,,50,51,26,,,,,
"Walker et al., Front Physiol, 2017 ",96,175,974,2017,12,68.67142857,0,71.39642857,27.50714286,untrained,healthy,y,12,2,9,2.291666667,16.25,55,y,hypertrophy,DXA,total,total,between,46,42.3,42.7,0.4,,,,4.3,4,0.8,,,,,10,40.7,40.7,-2.4,,,,3.7,4,0.7,,,,,
"Walker et al., Front Physiol, 2017 ",96,175,975,2017,12,68.67142857,0,71.39642857,27.50714286,untrained,healthy,y,12,2,9,2.291666667,16.25,55,y,hypertrophy,US,lower,quadriceps (vastus lateralis),between,46,12.8,13.9,1.2,,,,2.5,2.7,1.2,,,,,10,12.6,12.6,-0.02,,,,2,2.1,0.5,,,,,
"Walker et al., Front Physiol, 2017 ",96,175,976,2017,12,68.67142857,0,71.39642857,27.50714286,untrained,healthy,y,12,2,9,2.291666667,16.25,55,y,hypertrophy,US,lower,quadriceps (vastus intermedius),between,46,15.1,15.4,-0.1,,,,2.7,2.9,3.4,,,,,10,15.1,14.2,-1,,,,3.3,2.6,1.3,,,,,
"Walker et al., Front Physiol, 2017 ",96,175,977,2017,12,68.67142857,0,71.39642857,27.50714286,untrained,healthy,y,12,2,9,2.291666667,16.25,55,y,hypertrophy,US,lower,gastronemius medialis,between,46,9.8,10,0.2,,,,2.1,2.1,0.8,,,,,10,9.8,9.7,-0.1,,,,1.6,1.5,0.5,,,,,
"Walker et al., Front Physiol, 2017 ",96,175,978,2017,12,68.67142857,0,71.39642857,27.50714286,untrained,healthy,y,12,2,9,2.291666667,16.25,55,y,hypertrophy,US,lower,gastronemius lateralis,between,46,4.8,4.8,0.01,,,,1.5,1.4,0.5,,,,,10,4.7,4.5,-0.2,,,,1.1,0.9,0.6,,,,,
"Wallerstein et al., J Aging Phys Act, 2021",97,176,979,2012,8,63.31111111,,73.68148148,,untrained,healthy,y,16,2,6,3,7.111111111,79.16666667,,strength,1RM,lower,leg press,between,14,111.3921114,159.0023202,,,,,45.10440835,60.55684455,,,,,0.001,13,87.58700696,81.74013921,,,,,36.33410673,32.57540603,,,,,,
"Wallerstein et al., J Aging Phys Act, 2021",97,176,980,2012,8,63.31111111,,73.68148148,,untrained,healthy,y,16,2,6,3,7.111111111,79.16666667,,strength,1RM,upper,chest press,between,14,34.59530026,44.93472585,,,,,12.95039164,17.54569191,,,,,0.001,13,28.22454308,29.16449086,,,,,9.399477807,9.190600522,,,,,,
"Wallerstein et al., J Aging Phys Act, 2021",97,176,981,2012,8,63.31111111,,73.68148148,,untrained,healthy,y,16,2,6,3,7.111111111,79.16666667,,hypertrophy,MRI,lower,quadriceps,between,14,4719.794344,5021.8509,,,,,1214.652956,1259.640103,,,,,0.028,13,4032.133676,4160.66838,,,,,520.5655527,591.2596401,,,,,,
"Wallerstein et al., J Aging Phys Act, 2021",97,177,982,2012,8,64.04827586,,65.37931034,,untrained,healthy,y,16,2,6,3,6.045454545,38.33333333,,strength,1RM,lower,leg press,between,16,100.1160093,132.2737819,,,,,37.16937355,48.44547564,,,,,0.001,13,87.58700696,81.74013921,,,,,36.33410673,32.57540603,,,,,,
"Wallerstein et al., J Aging Phys Act, 2021",97,177,983,2012,8,64.04827586,,65.37931034,,untrained,healthy,y,16,2,6,3,6.045454545,38.33333333,,strength,1RM,upper,chest press,between,16,29.37336815,36.89295039,,,,,9.399477807,10.75718016,,,,,0.001,13,28.22454308,29.16449086,,,,,9.399477807,9.190600522,,,,,,
"Wallerstein et al., J Aging Phys Act, 2021",97,177,984,2012,8,64.04827586,,65.37931034,,untrained,healthy,y,16,2,6,3,6.045454545,38.33333333,,hypertrophy,MRI,lower,quadriceps,between,16,4263.496144,4385.604113,,,,,835.4755784,886.8894602,,,,,0.028,13,4032.133676,4160.66838,,,,,520.5655527,591.2596401,,,,,,
"Willoughby, Med Sci Sports Exerc, 2004",98,178,985,2004,8,20.87,100,78.67,,untrained,healthy,y,6,3,3,3,7,87.5,,hypertrophy,BIA,total,total,between,12,62.23622047,63.18110236,,,,,9.826771654,10.01574803,,,,,,10,58.83464567,60.72440945,,,,,10.39370079,10.01574803,,,,,,
"Willoughby, Med Sci Sports Exerc, 2004",98,178,986,2004,8,20.87,100,78.67,,untrained,healthy,y,6,3,3,3,7,87.5,,hypertrophy,skinfold,lower,legs,between,12,7.362162162,7.751351351,,,,,1.07027027,1.037837838,,,,,,10,7.362162162,7.32972973,,,,,1.037837838,1.07027027,,,,,,
"Willoughby, Med Sci Sports Exerc, 2004",98,178,987,2004,8,20.87,100,78.67,,untrained,healthy,y,6,3,3,3,7,87.5,,hypertrophy,skinfold,lower,legs,between,12,2.472677596,2.691256831,,,,,0.765027322,0.737704918,,,,,,10,2.472677596,2.486338798,,,,,0.75136612,0.737704918,,,,,,
"Willoughby, Med Sci Sports Exerc, 2004",98,178,988,2004,8,20.87,100,78.67,,untrained,healthy,y,6,3,3,3,7,87.5,,strength,1RM,lower,knee extension,between,12,3.196531792,3.924855491,,,,,1.031791908,1.011560694,,,,,0.05,10,3.297687861,3.398843931,,,,,0.971098266,1.011560694,,,,,,
"Willoughby, Med Sci Sports Exerc, 2004",98,178,989,2004,8,20.87,100,78.67,,untrained,healthy,y,12,3,3,3,7,87.5,,hypertrophy,BIA,total,total,between,12,62.23622047,64.88188976,,,,,9.826771654,10.20472441,,,,,0.05,10,58.83464567,61.1023622,,,,,10.39370079,9.637795276,,,,,,
"Willoughby, Med Sci Sports Exerc, 2004",98,178,990,2004,8,20.87,100,78.67,,untrained,healthy,y,12,3,3,3,7,87.5,,hypertrophy,skinfold,lower,legs,between,12,7.362162162,8.789189189,,,,,1.07027027,1.005405405,,,,,0.05,10,7.362162162,7.491891892,,,,,1.037837838,1.005405405,,,,,,
"Willoughby, Med Sci Sports Exerc, 2004",98,178,991,2004,8,20.87,100,78.67,,untrained,healthy,y,12,3,3,3,7,87.5,,hypertrophy,skinfold,lower,legs,between,12,2.472677596,3.196721311,,,,,0.765027322,0.710382514,,,,,0.05,10,2.472677596,2.595628415,,,,,0.75136612,0.75136612,,,,,,
"Willoughby, Med Sci Sports Exerc, 2004",98,178,992,2004,8,20.87,100,78.67,,untrained,healthy,y,12,3,3,3,7,87.5,,strength,1RM,lower,knee extension,between,12,3.196531792,4.511560694,,,,,1.031791908,0.99132948,,,,,0.05,10,3.297687861,3.823699422,,,,,0.971098266,1.011560694,,,,,,
"Wong et al., J Athletic Train, 2009",99,179,993,2009,6,27.23333333,75,62.53333333,21.96666667,untrained,healthy,y,8,3,2,4,10,,y,hypertrophy,MRI,lower,quadriceps (vastus medialis obliquus),between,16,10.9,13.1,,,,,3.5,4.5,,,,,,16,10.5,10.6,,,,,2.3,2.2,,,,,,
"Wong et al., J Athletic Train, 2009",99,179,994,2009,6,27.23333333,75,62.53333333,21.96666667,untrained,healthy,y,8,3,2,4,10,,y,strength,isometric,lower,knee extension,between,16,90.5,135.7,,,,,23,38,,,,,,16,92.4,94.5,,,,,20.2,20.2,,,,,,
"Wong et al., J Athletic Train, 2009",99,180,995,2009,6,27.23333333,75,62.53333333,21.96666667,untrained,healthy,y,8,3,2,5,5,,y,hypertrophy,MRI,lower,quadriceps (vastus medialis obliquus),between,16,11.8,13.7,,,,,2.4,2.6,,,,,,16,10.5,10.6,,,,,2.3,2.2,,,,,,
"Wong et al., J Athletic Train, 2009",99,180,996,2009,6,27.23333333,75,62.53333333,21.96666667,untrained,healthy,y,8,3,2,5,5,,y,strength,isometric,lower,knee extension,between,16,93.1,139.6,,,,,24.3,30.4,,,,,,16,92.4,94.5,,,,,20.2,20.2,,,,,,
"Yasuda et al., Clin Physiol Funct Imaging, 2011",100,181,997,2011,6,25,100,63.1,,untrained,healthy,y,6,3,1,3,10,75,,strength,1RM,upper,bench press,between,10,47.3,56.7,,,,,9.5,10.4,,,,,,10,52.8,53.6,,,,,11.3,10.9,,,,,,
"Yasuda et al., Clin Physiol Funct Imaging, 2011",100,181,998,2011,6,25,100,63.1,,untrained,healthy,y,6,3,1,3,10,75,,hypertrophy,MRI,upper,triceps,between,10,21.5,23.3,,,,,3.8,4.1,,,,,,10,20.7,20.5,,,,,2.8,2.9,,,,,,
"Yasuda et al., Clin Physiol Funct Imaging, 2011",100,181,999,2011,6,25,100,63.1,,untrained,healthy,y,6,3,1,3,10,75,,hypertrophy,MRI,upper,pectoralis major,between,10,28.4,33.4,,,,,6.3,7.5,,,,,,10,30.3,30.2,,,,,4.7,4.7,,,,,,
"Yasuda et al., Clin Physiol Funct Imaging, 2011",100,182,1000,2011,6,25,100,63.1,,untrained,healthy,y,6,3,1,4,18.75,30,,strength,1RM,upper,bench press,between,10,49.3,53.6,,,,,8.7,9.9,,,,,,10,52.8,53.6,,,,,11.3,10.9,,,,,,
"Yasuda et al., Clin Physiol Funct Imaging, 2011",100,182,1001,2011,6,25,100,63.1,,untrained,healthy,y,6,3,1,4,18.75,30,,hypertrophy,MRI,upper,triceps,between,10,21.2,22.2,,,,,4.3,4.2,,,,,,10,20.7,20.5,,,,,2.8,2.9,,,,,,
"Yasuda et al., Clin Physiol Funct Imaging, 2011",100,182,1002,2011,6,25,100,63.1,,untrained,healthy,y,6,3,1,4,18.75,30,,hypertrophy,MRI,upper,pectoralis major,between,10,31.8,34.5,,,,,5.2,6.3,,,,,,10,30.3,30.2,,,,,4.7,4.7,,,,,,
"Yasuda et al., Eur J Appl Physiol, 2011",101,183,1003,2011,6,24.025,100,63.85,,untrained,healthy,y,6,3,1,3,10,75,,strength,1RM,upper,bench press,between,10,47.1875,56.6875,,,,,9.375,11.5,,,,,0.05,10,52.6875,53.5625,,,,,11.3125,11,,,,,,
"Yasuda et al., Eur J Appl Physiol, 2011",101,183,1004,2011,6,24.025,100,63.85,,untrained,healthy,y,6,3,1,3,10,75,,strength,isometric,upper,elbow extension,between,10,28.93564356,32.12871287,,,,,6.50990099,5.940594059,,,,,0.05,10,31.68316832,31.33663366,,,,,5.074257426,5.544554455,,,,,,
"Yasuda et al., Eur J Appl Physiol, 2011",101,183,1005,2011,6,24.025,100,63.85,,untrained,healthy,y,6,3,1,3,10,75,,hypertrophy,MRI,upper,triceps,between,10,21.49171271,23.37016575,,,,,3.895027624,3.922651934,,,,,0.05,10,20.66298343,20.49723757,,,,,2.900552486,2.817679558,,,,,,
